news_article,label
"LATIN AMERICAN BURGLARY GANG NABBED
POLICE-LATIN
KUALA LUMPUR, Nov 19 (Bernama) -- The attempted burglary by four Latin
Americans was foiled when police nabbed them following a tip-off from an alert
neighbour of a government retiree in Jalan Chong Kong Lin 2, Ampang, here,
yesterday.
Ampang Jaya police chief ACP Abdul Jalil Hassan said in the 10am incident,
the neighbour had informed police about seeing the intruders .
He said when police arrived at the victim's house, they saw a Latin American
man and a woman waiting inside a Proton Pesona car nearby and while approaching
them, their two accomplices fled from the house to the waiting car.
However, the four suspects aged between 25 and 45, were arrested when the
car they were in skidded and hit the road divider.
The car was found to have a false registration number and inside were
several devices for breaking into homes.
The initial police investigation found the suspects to be jobless, were
staying at a hotel and had entered this country early this year as tourists.
Abdul Jalil said their modus operandi was using the woman to press the house
bell and when they realised that no one was in, they would break into the home
to steal.
He said the suspects were being remanded for 14 days to facilitate the
investigation.
-- BERNAMA
NBA AKT MO
",gang
"ARMED ROBBERY GANG CRIPPLED WITH ARREST OF LEADER
Police-Gang
MIRI, Dec 20 (Bernama) -- The Sarawak police believe they have crippled
a gang of armed robbers following the arrest of three men, including its 31
year-old leader, near Sibu on Monday.
State Police Commissioner Datuk Talib Jamal said the suspects were
detained in a special operation mounted by Miri and Sibu police near the
border of Sibu and Bintangor.
""Police seized a rifle, nine rounds of ammunition and jewellery worth
RM75,000, believed to have been stolen, from the gang,"" he told a press
conference today.
He said police had obtained a court order to remand the men for 10 days
from today.
Talib believed that they were responsible for 15 armed robberies
reported in Bekenu, Batu Niah and here the past one month.
He said that police were also looking for two other members of the
gang.
He said the gang was believed to be a splinter from the one led by a
man named Lik Jok, which was crippled by the police last February.
--BERNAMA
HI HI MIS HA
",gang
"GANG ARRESTED AN HOUR AFTER ROBBERY
Police-Robbery
SHAH ALAM, June 21 (Bernama) -- It did not take long for the law to
catch up with a gang of six robbers.
The culprits, comprising five men and a woman, were detained at about 9
pm as they were watching television in a squatter house in Puchong, about
an hour after they had robbed a woman in Subang Jaya last night.
Selangor Deputy CID Chief ACP Mohd Kamarudin Md Din said all the
suspects were foreign nationals, four of them believed to be in possession
of forged passports and the two others, without any travel document.
""We have been monitoring this gang members since a month ago. They are
believed to have been involved in robbery, house-breaking and snatch thefts
in the Klang Valley, especially Subang Jaya,"" he told a press conference
here today.
He said members of the gang, who were in their 30s, operated in a group
and used knives and a type of sickle known as ""celorek"".
Following their arrest, police seized several documents, including
identity cards, wallets, handbags, mobile phones, radio speakers and cash.
Police also believe that their arrest would help solve 20 cases of
house-breaking, robbery and snatch theft in the Klang Valley.
Mohd Kamarudin said the suspects would be remanded for seven days to
assist in the investigation.
""We believe two of the gang's members are still at large. We have
identified them and will get them soon,"" he added.
--BERNAMA
SYA FIZ MIS MGN
",gang
"SARAWAK POLICE BUST SNATCH THEFT GANG
POLIC-SNATCH
KUCHING, 21 June (Bernama) -- Police have busted a snatch theft gang here
with the arrest of five men, including a father and his son, and recovered over
15 handbags in two separate raids yesterday.
Sarawak CID chief SAC II Huzir Mohamed said acting on public information,
police from the D4 headquarters checked on two houses in Kampung Tabuan Lot
early yesterday morning and arrested five men.
He said police also recovered more than 15 handbags, several wallets, ATM
cards, identity cards and a machete from the two houses.
""The case is being investigated under Section 379 of the Penal Code which
carries a jail term of up to seven years or a fine or both, upon conviction.
""Police will intensify efforts to combat snatch thefts in the state,"" Huzir
added when contacted, here, today.
-- BERNAMA
KHL KHL MO
",gang
"HOUSE-BREAKING GANG MEMBER STABBED TO DEATH
Labourer-Murder
TUMPAT, Oct 21 (Bernama) -- A man believed to be a member of a
house-breaking gang died 12 hours after he was admitted to a hospital with
several stab wounds received from a group of men early Thursday morning.
Tumpat police chief Supt Nor Azizan Anan said Mohd Nasir Abdul Rahman,
28, from Kampung Kok Pasir here, was gravely injured from wounds all over
his body, including his head and left leg apart from being bludgeoned with
a hard object.
Nor Azizan said the victim, who was a labourer, was believed to be
attacked by five to seven men in an incident at 1:00 am in front of a
grocery store in Kampung Belian, Palekbang here.
""We believed there had been a disagreement between the victim and the
group of men that prompted them to beat him up with a stick before stabbing
him,"" he told reporters here today.
The group of men fled the scene, leaving the badly injured victim, when
the police from the Tumpat police headquarters arrived at the scene.
The bloody victim was rushed to the Tumpat Hospital before being
transferred to the Universiti Sains Malaysia Hospital two hours later. He
died at 12:00 noon yesterday due to massive bleeding.
Nor Azizan said initial investigation found that the victim was a drug
addict and had been involved in house-breaking and robbing incidents in
Tumpat since last year.
He said the police was still investigating the motive for the attack
and two men had been arrested to assist the investigation which was carried
out under Section 302 of the Penal Code.
-- BERNAMA
SHI FG LC
",gang
"GUARDS FOOLED BY A COLUMBIAN GANG LOSE RM1 MILLION
KUALA LUMPUR, April 22 (Bernama) -- Several security guards fell for a
cheap trick by a gang of Columbians and lost some RM1 million they were
guarding at the Kuala Lumpur City Centre here today.
City Police Chief Datuk Mustafa Abdullah said the guards had just
emerged from a bank carrying some RM1 million in several bags when they saw
several greenbacks lying around.
He said a Columbian gang had scattered the US dollars to distract the
guards and they fell for the cheap trick.
""For a moment, they forgot what they were doing and rushed to pick up
the US dollars,"" he said when contacted tonight.
Mustafa said that when they went back to where they left the bags of
money were gone.
He said quick action by auxilliary police at the Petronas station led
to the arrest of a Columbian, believed to be a member of the gang.
""He has been detained for questioning,"" he said.
-- BERNAMA
FAI HM ABG
",gang
"POLICE CRIPPLE GANG OF INDONESIAN ROBBERS
POLICE-ROBBERS
JOHOR BAHARU, April 22 (Bernama) -- The police have crippled a gang of
Indonesian robbers active in Johor and Pahang following the arrest of seven of
its members at a house in Taman Puteri Wangsa here.
The robbers had turned aggressive and challenged the police team comprising
personnel from Johor Baharu and Sri Alam during the arrest at 7.30am yesterday,
said Johor chief police officer Datuk Mokhtar Shariff today.
""There was a scuffle between the policemen and the robbers during the arrest
but we managed to overpower them,"" he told a news conference.
The seven robbers, aged between 24 and 35 years, had been active for over a
year, targeting mainly housing estates and villages, he said.
Mokhtar said all of them were being held under remand for seven days for
investigations.
He also said that in another incident, police detained a man suspected to be
a robber at 5.40am yesterday in Kampung Bakar Batu, here.
Police seized a machete and two motorcycles from the man who is being held
under remand for seven days for investigations, he said.
Mokhtar said police were confident of arresting several others who had been
in the same gang of robbers as the man.
He also said that police had detained three men on April 15 and two men on
April 20 and seized two stolen lorries from them.
The men were suspected to be members of a syndicate which stole lorries.
-- BERNAMA
MHI MHI MGN
",gang
"POLICE SMASH GANG OF MOBILE PHONE ROBBERS
POLICE-GANG
SANDAKAN, April 22 (Bernama) -- The police have smashed a gang of robbers
targeting mobile telephone outlets here since early this month with the arrest
of five men, including the ex-convict gang leader, Sandakan police chief ACP
Rosli Mohd Isa said today.
He said the suspects, aged between 17 and 37 years, were detained at Jalan 2
and at a house in Taman Poh Hing here at about 3pm yesterday, he said.
""With the arrest of the five, the police have solved four cases of robbery
at mobile telephone outlets, two of them reported to police and two unreported,""
he told a news conference.
Rosli said the police recovered eight mobile telephones and a machete.
He said police believed the gang had been active since early this month
after the gang leader was released from prison last month.
Rosli also said that in another case, 14 Indonesian women suspected to be
involved in prostitution were detained in a raid on three shophouses here today.
The women, aged between 15 and 38 years, were held in the raids conducted at
10.30am on the shophouses in Jalan 3.
-- BERNAMA
HG HG MGN
",gang
"POLICE DETAIN EIGHT MEMBERS OF ""MAMAK KARIM"" GANG
POLICE-CAR
KUALA LUMPUR, April 22 (Bernama) -- Police arrested eight members of the
""Mamak Karim"" gang, a syndicate involved in modification and selling of stolen
cars, in several states since March 24.
Sentul district police chief ACP Zakaria Pagan said following their arrest,
police recovered 21 cars, worth  RM1.5 million, which had been reported stolen.
He said the success was made following the arrest of a man in a Toyota
Vios, which was reported stolen in Jinjang, at Bandar Indera Mahkota, Pahang, on
March 24.
The suspect then led police to the arrest of seven others in Kuantan,
Pahang; Kota Bahru, Tumpat and Pasir Putih in Kelantan and Parit Buntar, Perak,
he told a media conference here today.
He said the suspects were between 27 and 55 years old.
""Their modus operandi is to buy stolen cars from car theft syndicates in
Kedah, Penang, Kelantan, Pahang and Kuala Lumpur and then sent the cars to Kota
Baharu where the chasis and engine numbers are changed,"" he added.
He said the cars were then sold to unsuspecting buyers at a cheap price,
On the cars that were recovered, Zakaria said 10 of them were reported
stolen in Desa Jaya (Kuala Lumpur), Klang, Seberang Jaya, Alor Setar, Kota
Bahru, Jengka, Jinjang and Mentaka, while the remaining could not be detected as
their chasis and engine numbers had been tampered with.
He said police were looking for two men to assist their investigations into
the case.
They are Abdul Wahab Omar or Karim Mamak, 53, whose last known address is No
672 Lorong Kuda Kepang 2, Taman Ria Jaya, Sungai Petani, Kedah, and Abdul Halim
Othman, 45, from 806 Mukim 8, Sungai Kechil, Nibong Tebal, Penang.
Those with information on their whereabouts are uged to contact the nearest
police stations.
--BERNAMA
MFA LES
",gang
"AXE GANG: JUST MISCHIEVOUS BEHAVIOR- POLICE
POLICE-BULLYING
PEKAN, April 22 (Bernama) -- Police here today said the case of four
Sekolah Menengah Kebangsaan Dato Mahmud Mat students who bullied and beat a
female student recently was mischievous teenage behavior of growing up.
While blaming the media as seen to be blowing up the case, Pekan district
police chief, Supt Yahya Othman, said the case was resolved after the victim's
mother withdrew the police report on the incident.
""All the students who call themselves 'The Axe Gang' (Geng Kapak) admitted
to have been influenced by Kung Fu films from abroad.
""The actions of the students involved said to have beaten and demanded money
from the victim is seen to be mischievous teenage behavior of growing up,"" he
told reporters here today.
Yahya said through proactive action, police had also resolved the bullying
case and had discussions with the guardians of the four Axe Gang students and
the victim which were witnessed by school authorities, the Parent-Teacher
Association and the Pekan district education office recently.
He said no action will be taken against the four students.
On April 6, a female student was hurt after being bullied by the four
students in her class.
Norizan Janal A'bidi, 15, alleged the group frequently hit her and
threatened her with a knife since February when she refused to them money.
According to Yahya, the victim's mother withdrew the allegation report on
April 7.
-- BERNAMA
ZAF MS HM PST
",gang
"POLICE ROUT GANG, SEIZE LOOT WORTH RM500,000
POLICE-ARREST
IPOH, June 22 (Bernama) -- The police have crippled a gang of burglars and
car-jackers and seized loot worth about RM500,000.
This follows the arrest of nine people, including two women, over the past
two days, at a house in Taman Botani.
Two foreigners -- a Chinese and an Indonesian -- were among the suspects who
made up the gang, nicknamed 'Geng Ah Kau', which had been operating for the past
six months.
Several machetes were seized from the suspects who were linked to 10 cases
of break-ins and car-jacking, and drug-related cases.
Ipoh police chief Assistant Commissioner Azisman Alias said the suspects,
aged between 21 and 31, were remanded for four days, beginning yesterday, to
facilitate investigations.
He said eight cars worth about RM400,000, made up part of the loot. The
vehicle models were Honda (two), Proton Perdana (two), Proton Waja (two), Proton
Satria (one) and Toyota Camry (one).
Also seized were an assortment of electrical appliances, cell phones, fax
machines, computers, car registration number plates, worth about RM100,000.
Azisman said the police were looking for two more suspects nicknamed 'Ah
Seng' and 'Speky' to shed light on the cases.
-- BERNAMA
PA PA GR
",gang
"POLICE HUNT TWO GANG MEMBERS WANTED FOR ARMED ROBBERY
PETALING JAYA, Oct 22 (Bernama) -- Police here are hunting two
remaining members of a gang involved in several petrol station robberies in
Kepong and Bandar Seri Damansara since last month.
Petaling Jaya Deputy OCPD ACP Hassan Abdul Rahman said the two, in
their 20s and only known as ""Shahril"" and ""Jai"", were part of a seven-man
gang which carried out robberies armed with hammers and parangs.
""Their gang was involved in robberies at four petrol stations and an
electrical goods store,"" he said.
They are believed to have taken RM167,890 in cash and kind, including
electrical goods worth RM35,000.
Five of the gang members, aged between 16 and 25, were arrested in two
raids at Kampung Melayu Seri Kundang, Rawang, last Wednesday.
Hassan said police also recovered two video compact disc players and
seized two motorcycles believed to have been used in the robberies.
He said anyone with information on the duo should contact their nearest
police station or call the Petaling Jaya District Police Headquarters at
03-79562222.
-- BERNAMA
NSM KHY EMK SRI
",gang
"MAMAK GANG BACK IN BUSINESS
Mamak-Criminals
KUALA LUMPUR, Nov 22 (Bernama) -- The notorious Mamak Gang founded by
Mohd Noor Abu Bakar and his four siblings is believed to be back in
business and recruiting new members to continue its heinous ways.
The gang is said to have had a hand in the nation's biggest heist at
the Air Cargo Complex in Batu Maung, Penang on Monday where 20 men drove
away with two containers of microchips estimated to be worth about RM50
million.
The modus operandi in this latest caper is very similar as in the
gang's previous robberies. If before the gang's members had disguised
themselves as Police, Customs, Road Transport Department of Immigration
officers, in Monday's heist four of the robbers had masqueraded as People's
Volunteer Corps (RELA) personnel.
According to a police source, remnants of the gang are believed to have
recruited new members to execute the well-planned heist on Monday.
""Police have launched a massive manhunt to track them down,"" he told
Bernama, when contacted today.
He said that one of the Mamak Gang's members, who was detained under
the Emergency Ordinance at Simpang Renggam, Johor, and the remnants were
believed to have planned the robbery Batu Maung robbery.
Unlike other criminal groups, the Mamak Gang does not use firearms when
conducting robberies and plan their crimes with information from insiders.
Formed in Kuala Kangsar, Perak by Mohd Noor, Rozland, Mohd Yusof,
Sharif and Zainudin in the 1980s, it had struck in 185 robberies, including
robbing individuals, computer warehouses, mobile phones and electrical
goods outlets as well as hijacking lorries and luxury cars.
The group is believed to have made more than RM50 million from their
crimes.
The Gang's first big heist was the RM9.6-million robbery of gold ingots
owned by Brinks Air Courier Private Limited at Terminal B of the Subang
Airport on Aug 31, 1994.
After painstaking investigations, police arrested three of the gang's
members in a shootout in Pandan Indah on June 24, 2001. The trio, who were
in a four-wheel drive, had tried to crash their vehicle into a traffic
policeman at a roadblock set up to apprehend them.
Following the incident, four men, including the gang's leader, were
arrested in Bukit Antarabangsa, Cheras and Bandar Tun Razak on July 12 and
13, 2001.
The Gang became paralysed when police arrested its master-mind, Khairul
Affendie Mohd Noor, in a raid at an apartment in Kampung Sungai Kayu Ara
here on Nov 18, 2002.
-- BERNAMA
HHS AKT MIS HA
",gang
"""LAWI AYAM"" GANG BUSTED
POLICE-GANG
TUMPAT, Nov 22 (Bernama) -- Police have busted the notorious ""Lawi Ayam""
gang following the arrests of its leader and three members over the past week.
The suspects, aged between 20 and 30 years, included the wife and younger
brother of the leader.
Speaking to reporters here today, Kelantan acting deputy police chief ACP
Mazlan Lazim said with the development, police believed they had solved some 74
robbery and house-break-in cases that were committed in this district, the
latest on Nov 14.
Police also recovered stolen items including and assortment of jewellery, 13
watches, 20 handphones, 12 commemorative coins, several motorcycles, electrical
items, laptop computers and television sets, worth a total of RM70,000, from the
gang.
Also seized were various weapons and tools used in committing the crimes,
including walkie-talkies.
-- BERNAMA
MNR MRA HA
",gang
"MALAYSIAN, AUSSIE OFICERS INJURED IN TIMOR LESTE GANG ATTACK
Malaysian-Injured
MELBOURNE, Aug 23 (Bernama) -- A Malaysian army officer and seven
Australian police officers were injured in Timor Leste when gangs of rock
throwers attacked a patrol on the outskirts of the capital Dili, last
night.
The patrol was forced to fire shots to disperse a crowd of about 200
youths after being pelted with rocks, an Australian Federal Police (AFP)
spokeswoman told Australia's news agency AAP.
The eight officers received minor injuries such as grazed elbows and
legs and a number of police vehicles were badly damaged, she said.
None of the eight were hurt badly enough to warrant evacuation back to
Australia.
The AFP said the incident took place on Dili's airport road, where the
Australians were patrolling after reports of rioting gangs.
The police attempted to break up the crowd of about 200 youths who were
throwing stones at each other, but the gang turned on the Australians
instead.
The incident follows a similar incident last week in which another
Australian officer was assaulted.
Foreign news agencies reported that Australian police fired live rounds
into the air and called in Portuguese police reinforcements who fired
rubber bullets to disperse the crowd.
Portuguese police commander Goncalo Carvalho told Portugal's Lusa news
agency that three patrol cars that the Australian police were travelling in
were practically destroyed in the attack.
Australian police were reported to have later arrested three of the
youths who allegedly attacked them and closed the road leading from the
centre of Dili to the international airport for two hours.
The government of Timor Leste expressed regret over the injuries to the
police.
""The government is very saddened that violence is still ongoing,""
second Deputy Prime Minister Rui Maria de Araujo said in Dili.
-- BERNAMA
ND ND SS
",gang
"M'SIAN AND AUSSIE OFFICERS INJURED IN TIMOR LESTE GANG ATTACK
Malaysian-Attack
MELBOURNE, Aug 23 (Bernama) -- A Malaysian army officer and seven
Australian police officers were injured in Timor Leste when gangs of rock
throwers attacked a patrol on the outskirts of the capital Dili, last
night.
The patrol was forced to fire shots to disperse a crowd of about 200
youths after being pelted with rocks, an Australian Federal Police (AFP)
spokeswoman told Australia's news agency AAP.
The eight officers received minor injuries such as grazed elbows and
legs and a number of police vehicles were badly damaged, she said.
None of them were hurt badly enough to warrant evacuation back to their
homeland.
The AFP said the incident took place on Dili's airport road, where the
Australians were patrolling after reports of rioting gangs.
The police attempted to break up the crowd of about 200 youths who were
throwing stones at each other, but the gang turned on the Australians
instead.
The incident follows a similar incident last week in which another
Australian officer was assaulted.
Meanwhile a spokesman of the Malaysian Embassy in Dili when contacted
by Bernama today confirmed the incident, but refused to elaborate.
Foreign news agencies reported that Australian police fired live rounds
into the air and called in Portuguese police reinforcements who fired
rubber bullets to disperse the crowd.
Portuguese police commander Goncalo Carvalho told Portugal's Lusa news
agency that three patrol cars that the Australian police were travelling in
were practically destroyed in the attack.
Australian police were reported to have later arrested three of the
youths who allegedly attacked them and closed the road leading from the
centre of Dili to the international airport for two hours.
""The Government of Timor Leste expressed regret over the injuries to
the police.
""We are also very saddened that violence is still ongoing,"" second
Deputy Prime Minister Rui Maria de Araujo said in Dili.
--BERNAMA
ND HHS HK SS
",gang
"M'SIAN AND AUSSIE OFFICERS INJURED IN TIMOR LESTE GANG ATTACK
Malaysian-Attack
MELBOURNE, Aug 23 (Bernama) -- A Malaysian army officer and seven
Australian police officers were injured in East Timor when gangs of rock
throwers attacked a patrol on the outskirts of the capital Dili, last
night.
The patrol was forced to fire shots to disperse a crowd of about 200
youths after being pelted with rocks, an Australian Federal Police (AFP)
spokeswoman told Australia's news agency AAP.
The eight officers received minor injuries such as grazed elbows and
legs and a number of police vehicles were badly damaged, she said.
None of them were hurt badly enough to warrant evacuation back to their
homeland.
The AFP said the incident took place on Dili's airport road, where the
Australians were patrolling after reports of rioting gangs.
The police attempted to break up the crowd of about 200 youths who were
throwing stones at each other, but the gang turned on the Australians
instead.
The incident follows a similar incident last week in which another
Australian officer was assaulted.
Meanwhile a spokesman of the Malaysian Embassy in Dili when contacted
by Bernama today confirmed the incident, but refused to elaborate.
Foreign news agencies reported that Australian police fired live rounds
into the air and called in Portuguese police reinforcements who fired
rubber bullets to disperse the crowd.
Portuguese police commander Goncalo Carvalho told Portugal's Lusa news
agency that three patrol cars that the Australian police were travelling in
were practically destroyed in the attack.
Australian police were reported to have later arrested three of the
youths who allegedly attacked them and closed the road leading from the
centre of Dili to the international airport for two hours.
""The Government of Timor Leste expressed regret over the injuries to
the police.
""We are also very saddened that violence is still ongoing,"" second
Deputy Prime Minister Rui Maria de Araujo said in Dili.
--BERNAMA
ND HHS HK SS
",gang
"POLICE ROUT GANG, RECOVER STOLEN TIN INGOTS
POLICE-INGOTS
JOHOR BAHARU, Feb 24 (Bernama) -- The police have routed a gang of thieves
which targeted tin ingots at the Johor Port in Pasir Gudang.
This followed the recovery of 850 tin ingots which were stolen from a warehouse
at the port, early this month.
Six suspects have been detained in connection with the seizure of the ingots
worth about RM1.3 million.
Johor police chief Datuk Mohd Mokhtar Mohd Shariff said the police got their
break when they nabbed a man at the port on Feb 6. In a follow-up operation, his
five accomplices were picked up in Taman Kota Masai and Pasir Gudang.
Subsequently, he said, the police detained a lorry driver and seized his
vehicle which was laden with 850 tin ingots.
""Initial investigations revealed that the tin ingots were stolen from a
warehouse belonging to Singapore-owned Syarikat Pacoroni Toll Pte Ltd,"" he told
reporters at the Johor police contingent today.
Mohd Mokhtar said, two of the suspects, aged between 25 and 30, were linked to
a rape case in Plentong and vehicle theft in Ampang, Selangor.
Four of the six have since been charged for theft, he added.
The police have sought Kamaruzaman Mohamed alias Pak Tam to shed light on
the whereabouts of the gang's mastermind.
His last known address was No: 1, first floor, Blok Gegaru D, Taman Rinting,
Masai.
Meanwhile in another case, the police thwarted an attempt by a 10-man gang
to rob four fork-lifts at a factory in the Kota Puteri industrial area, Bandar
Seri Alam, on Feb 8.
Two suspected members of the gang, who were caught red-handed tying up the
fork-lifts atop a trailer lorry, were detained in the incident about 10pm, to
facilitate investigations.
Mohd Mokhtar said the gang was armed with machetes when they struck at the
factory.
-- BERNAMA
SMK PIDM GR
",gang
"PARANG WIELDING ROBBERY GANG CRIPPLED
Police-Robbery
PORT DICKSON, July 24 (Bernama) -- Police believe they have crippled a
parang-wielding robbery gang which had been active in Seremban and Port
Dickson, with the arrest of four of its members recently.
Port Dickson OCPD Supt Ahmad Ibrahim said the four suspects aged
between 23 and 31 were arrested at a rented condominium in PD Marina World
Resort, Telok Kemang on July 14.
""With the arrest of the four, we may have crippled the activities of
the gang which had been terrorising residents in Seremban and Port Dickson
since last month,"" he said here today.
He said they led Police to recover stolen items from three previous
robberies in Lukut, Port Dickson, Taman Desa Rasah, Mambau and Taman
Negeri, Seremban.
Ahmad said among the stolen items recovered were a Proton Iswara
Aeroback 1.3 with registration number NBL 9174, used for their escape after
a robbery in Lukut on June 19, bracelets, a Nokia handphone, three chains,
four rings, a locket, a Rado watch and RM618 cash.
""Their value is estimated at RM45,000,"" he said.
Ahmad said initial investigations revealed that they were splinter
members of a group involved in four house break-ins and wanted by Klang
Valley police.
Ahmad said the robbers had been in hiding around Port Dickson and
operating in Seremban and holiday resorts.
The four who will be remanded until tomorrow, also tested positive for
drugs and had numerous criminal records. One of them had served an
eight-year jail sentence and had been given six strokes of the rotan for
drug related offences.
Meanwhile, police also arrested two Indonesian nationals aged 20 and 30
for stealing motorcycles on July 19.
During the raid on an empty house in Batu 9, Jalan Pantai, Telok
Kemang, police recovered six stolen motorcycles worth about RM20,000.
--BERNAMA
APG JRL
",gang
"TRADER LOSES SGD$450,000 TO FILIPINO GANG
POLICE-THIEF
KUALA LUMPUR, July 24 (Bernama) -- A trader who went shopping with his wife
lost SGD$450,000 to a gang of thieves, believed to be Filipinos, in Subang Jaya
today.
Subang Jaya police chief ACP Zainal Rashid Abu Bakar said the incident
occured at 2.40pm when the trader bumped into a man, believed to be a Filipino
at a new shopping centre.
""The suspect dropped his mobile phone and while the trader bend down to
help, three other men and two women, also believed to be Filipinos, surrounded
them,"" he told Bernama.
Zainal said one of them grabbed his leg while another came from behind and
stole a white envelope containing SGD$450,000 from his trouser pocket and fled.
However, shouts of 'help and thief' from the couple alerted a security guard
who managed to detain one of the suspects.
Zainal said while waiting for police to arrive, a suspect returned and
attacked the trader and security guard with pepper spray.
Police managed to detain two suspects with the help of the public in Section
17, Subang Jaya and are tracking down the others.
-- BERNAMA
NBA ZUB
",gang
"ANOTHER DEVA GANG MEMBER REMANDED
Court-Deva
SHAH ALAM, Aug 24 (Bernama) -- A 40-year-old man, believed to be a
member of the Deva Gang, is the 26th suspect in the RM3 million robbery
from a security van here last June.
The man was arrested in the Klang Valley yesterday and was taken to the
Magistrate Court here at noon today where police obtained a remand order to
detain him for six days to assist their investigation.
The remand order was issued by Magistrate Asha Hoe.
In the robbery about 6.30 am on June 11, armed robbers fled with seven
bags containing RM3 million from a van belonging to a security company.
Police conducted a massive hunt for the culprits and detained several
Deva Gang members, believed to be the mastermind of the robbery.
--BERNAMA
FIZ MIS SS
",gang
"MINDEF DENIES M'SIAN OFFICER INJURED IN TIMOR LESTE GANG ATTACK
Army-Timor
KUALA LUMPUR, Aug 24 (Bernama) -- The Ministry of Defence here today
denied that a Malaysian army officer was injured in Timor Leste when gangs
of rock throwers attacked a patrol on the outskirts of the capital, Dili
two days ago.
In a statement issued here, it said there were no army officers or
personnel involved in the incident.
""The Malaysian Armed Forces have already surrendered the area to the
Royal Malaysian Police,"" it said.
News report yesterday stated that eight officers, seven from Australia
and one from Malaysia sustained minor injuries such as grazed elbows and
legs and a number of vehicles were badly damaged.
The patrol was forced to fire shots to disperse a crowd of about 200
youths after being pelted with rocks, an Australian Federal Police (AFP)
spokeswoman told Australia's news agency AAP.
-- BERNAMA
MRR NM AO
",gang
"TWO VIETNAMESE NATIONALS AND ANOTHER PLEAD GUILTY TO GANG ROBBERY
COURT-ROBBERY
IPOH, Sept 24 (Bernama) -- A Malaysian and two Vietnamese nationals pleaded
guilty in the High Court here today to committing gang-robbery at a gold shop at
Seri Manjung, two years ago.
Lee Chun Hin @ Teh Chun Hin, 40, a labourer, and the two Vietnamese, Nguyen
Dinh Toan, 25, and Phan  Xuan Tu, 29,pleade guilty to an amended charge with
committing gan robbery at the MJ Jewellery, Lot 15-18, Pasaraya Econsave Seri
Manjung, at 3.50pm on April 25, 2008.
The offence, under Section 391 of the Penal Code, is punishable under
Section 395 of the same law which carries imprisonment of up to 20 years and
shall also be liable to whipping.
Nguyen Dinh and Phan pleaded guilty after the amended charge was read to
them in the Vietnamese language by an interpreter.
Judicial Commissioner Choong Siew Khim fixed this Thursday for decision on
the guilty plea.
Earlier, the three men were initially charged with two others, Nguyen Ngoe
Tuan, 24, a Vietnamese, and a Malaysian, Wong Hock Chan, 32, with discharging a
firearm in the commission of a scheduled offence.
The offence is made under Section 3 of the Firearms (Increased Penalties)
Act 1971 where if found guilty, they could be sentenced to death.
However, Nguyen Ngoe and Wong were freed of the charge after the court found
that the prosecution had failed to establish a prima facie case against them.
Following which, Choong then ordered the charge against Lee, Nguyen Dinh and
Phan to be amended based on evidence by witnesses that the jewellery from the
shop was found on them.
Throughout the trial, the court found that there was no evidence to show
they fired the shot, but the police had proven that the jewellery was found on
them, she added.
The five men were charged for the first time on June 24, 2008.
Deputy public prosecutor Aiza Khairuddin prosecuted, while the lawyers
representing the accused were Ding Ngik Eng for Lee, M.Thangavello for Nguyen
Dinh, Ranjit Singh Sandhu for Phan, Baldeep Dil for Nguyen Ngoe and Chew
Tong Hin for Wong.
-- BERNAMA
ZAZ MIS
",gang
"COLLEGE STUDENT ALLEGES GANG-RAPE BY FOUR MIDDLE-EAST STUDENTS
Police-Rape
PETALING JAYA, May 25 (Bernama) -- Police have arrested four
Middle-East students of a private college in Subang Jaya for allegedly
gang-raping a fellow student at a house in Sungai Way last week.
Petaling Jaya OCPD ACP Mazlan Mansur said today that a police team was
despatched to the house after the 20-year-old woman lodged a report on
Monday.
The suspects, in their 20s, were remanded for a week to facilitate
investigations.
The woman claimed that she was lured to the house rented by the
foreigners where they took turns to rape her between last Sunday and
Monday.
She lodged a report at a nearby police station after escaping from the
house.
""We are waiting for the medical report to ascertain whether the victim
had been sexually abused.
""Our initial investigations revealed that the victim had known the
suspects for the past one year,"" Mazlan said.
-- BERNAMA
HHS GR AKT JK
",gang
"CAR-THEFT GANG CRIPPLED, FIVE MEN DETAINED
POLICE-CAR
SHAH ALAM, May 25 (Bernama) -- Police crippled a car-theft gang, believed
to be active in the Klang Valley area, with the arrest of five men in two raids
in Shah Alam since Thursday.
Shah Alam police chief ACP Nor Azam Jamaluddin said with their arrest,
police also seized nine cars, worth RM200,000, which were believed to have been
stolen, and also car accessories, like radio, as well as car parts.
The cars, a Toyota Estima, two Proton Satria, three Proton Iswara, a Proton
Waja, a Proton Wira and a Perodua Kembara, were found at several locations,
including a workshop  and an apartment car park in Shah Alam, he told reporters
at his office here today.
He attributed the success to public tip-offs received at about 4pm on
Thursday which led to the arrest of two men in separate locations in Section 17
here and three others two days later.
""This group is believed to be involved in car theft cases reported since
early this year in Shah Alam, Klang and Petaling Jaya,"" he added.
He said the five suspects, all in their early 30s, were now being remanded
to assist police investigations.
--BERNAMA
VSS VSS MIS
",gang
